Reading,Receive,Value,Unit,Quality
2016-07-04 23:10:29,2016-07-04 23:10:32,5.16,ft,A
2016-07-04 22:40:37,2016-07-04 22:40:40,5.16,ft,A
2016-07-04 22:10:35,2016-07-04 22:10:39,5.17,ft,A
2016-07-04 21:40:29,2016-07-04 21:40:32,5.16,ft,A
2016-07-04 21:10:51,2016-07-04 21:10:54,5.16,ft,A
2016-07-04 20:40:35,2016-07-04 20:40:38,5.16,ft,A
2016-07-04 20:10:47,2016-07-04 20:10:50,5.17,ft,A
2016-07-04 19:40:08,2016-07-04 19:40:11,5.17,ft,A
2016-07-04 19:10:41,2016-07-04 19:10:44,5.16,ft,A
2016-07-04 18:40:46,2016-07-04 18:40:50,5.16,ft,A
2016-07-04 18:10:22,2016-07-04 18:10:25,5.16,ft,A
2016-07-04 17:40:08,2016-07-04 17:40:12,5.17,ft,A
2016-07-04 17:10:25,2016-07-04 17:10:29,5.15,ft,A
2016-07-04 16:40:01,2016-07-04 16:40:04,5.17,ft,A
2016-07-04 16:10:23,2016-07-04 16:10:27,5.16,ft,A
2016-07-04 15:40:05,2016-07-04 15:40:08,5.15,ft,A
2016-07-04 15:10:22,2016-07-04 15:10:25,5.16,ft,A
2016-07-04 14:40:06,2016-07-04 14:40:10,5.14,ft,A
2016-07-04 14:10:09,2016-07-04 14:10:12,5.17,ft,A
2016-07-04 13:40:01,2016-07-04 13:40:04,5.15,ft,A
2016-07-04 13:10:11,2016-07-04 13:10:14,5.14,ft,A
2016-07-04 12:40:06,2016-07-04 12:40:09,5.15,ft,A
2016-07-04 12:10:34,2016-07-04 12:10:37,5.15,ft,A
2016-07-04 11:40:01,2016-07-04 11:40:05,5.16,ft,A
2016-07-04 11:10:25,2016-07-04 11:10:28,5.16,ft,A
2016-07-04 10:40:02,2016-07-04 10:40:06,5.12,ft,A
2016-07-04 10:10:34,2016-07-04 10:10:37,5.12,ft,A
2016-07-04 09:40:34,2016-07-04 09:40:37,5.13,ft,A
2016-07-04 09:10:25,2016-07-04 09:10:28,5.14,ft,A
2016-07-04 08:41:44,2016-07-04 08:41:47,5.14,ft,A
2016-07-04 08:12:31,2016-07-04 08:12:34,5.15,ft,A
2016-07-04 07:43:12,2016-07-04 07:43:16,5.15,ft,A
2016-07-04 07:12:48,2016-07-04 07:12:51,5.14,ft,A
2016-07-04 06:43:05,2016-07-04 06:43:08,5.14,ft,A
2016-07-04 06:12:44,2016-07-04 06:12:47,5.13,ft,A
2016-07-04 05:43:17,2016-07-04 05:43:20,5.13,ft,A
2016-07-04 05:12:26,2016-07-04 05:12:30,5.12,ft,A
2016-07-04 04:41:44,2016-07-04 04:41:47,5.12,ft,A
2016-07-04 04:11:53,2016-07-04 04:11:57,5.12,ft,A
2016-07-04 03:41:24,2016-07-04 03:41:27,5.11,ft,A
2016-07-04 03:11:04,2016-07-04 03:11:07,5.11,ft,A
2016-07-04 02:41:22,2016-07-04 02:41:25,5.09,ft,A
2016-07-04 02:10:42,2016-07-04 02:10:45,5.08,ft,A
2016-07-04 01:40:26,2016-07-04 01:40:29,5.06,ft,A
2016-07-04 01:11:12,2016-07-04 01:11:15,5.04,ft,A
2016-07-04 00:40:07,2016-07-04 00:40:10,5.02,ft,A
2016-07-04 00:10:34,2016-07-04 00:10:37,5.02,ft,A
2016-07-03 23:40:45,2016-07-03 23:40:49,5.01,ft,A
2016-07-03 23:11:49,2016-07-03 23:11:52,4.98,ft,A
2016-07-03 22:40:29,2016-07-03 22:40:32,4.95,ft,A
2016-07-03 22:10:53,2016-07-03 22:10:56,4.91,ft,A
2016-07-03 21:40:46,2016-07-03 21:40:49,4.90,ft,A
2016-07-03 21:10:55,2016-07-03 21:10:58,4.90,ft,A
2016-07-03 20:40:55,2016-07-03 20:40:58,4.90,ft,A
2016-07-03 20:10:45,2016-07-03 20:10:48,4.91,ft,A
2016-07-03 19:40:28,2016-07-03 19:40:32,4.91,ft,A
2016-07-03 19:10:40,2016-07-03 19:10:43,4.91,ft,A
2016-07-03 18:40:53,2016-07-03 18:40:56,4.90,ft,A
2016-07-03 18:10:41,2016-07-03 18:10:44,4.91,ft,A
2016-07-03 17:39:59,2016-07-03 17:40:02,4.91,ft,A
2016-07-03 17:10:59,2016-07-03 17:11:06,4.90,ft,A
2016-07-03 16:41:24,2016-07-03 16:41:27,4.90,ft,A
2016-07-03 16:10:27,2016-07-03 16:10:30,4.91,ft,A
2016-07-03 15:40:21,2016-07-03 15:40:24,4.91,ft,A
2016-07-03 15:10:26,2016-07-03 15:10:29,4.90,ft,A
2016-07-03 14:40:02,2016-07-03 14:40:06,4.91,ft,A
2016-07-03 14:10:23,2016-07-03 14:10:26,4.93,ft,A
2016-07-03 13:40:12,2016-07-03 13:40:16,4.93,ft,A
2016-07-03 13:10:33,2016-07-03 13:10:37,4.94,ft,A
2016-07-03 12:40:24,2016-07-03 12:40:27,4.94,ft,A
2016-07-03 12:10:11,2016-07-03 12:10:14,4.89,ft,A
2016-07-03 11:40:14,2016-07-03 11:40:18,4.90,ft,A
2016-07-03 11:11:16,2016-07-03 11:11:19,4.91,ft,A
2016-07-03 10:41:02,2016-07-03 10:41:06,4.94,ft,A
2016-07-03 10:10:27,2016-07-03 10:10:30,4.95,ft,A
2016-07-03 09:40:45,2016-07-03 09:40:48,4.99,ft,A
2016-07-03 09:11:12,2016-07-03 09:11:16,5.04,ft,A
2016-07-03 08:41:58,2016-07-03 08:42:01,5.22,ft,A
2016-07-03 08:12:31,2016-07-03 08:12:34,6.75,ft,A
2016-07-03 07:43:27,2016-07-03 07:43:30,7.19,ft,A
2016-07-03 07:12:56,2016-07-03 07:13:00,7.17,ft,A
2016-07-03 06:42:59,2016-07-03 06:43:03,7.16,ft,A
2016-07-03 06:12:34,2016-07-03 06:12:37,7.15,ft,A
2016-07-03 05:42:43,2016-07-03 05:42:47,7.15,ft,A
2016-07-03 05:12:10,2016-07-03 05:12:18,7.15,ft,A
2016-07-03 04:41:37,2016-07-03 04:41:40,7.14,ft,A
2016-07-03 04:12:18,2016-07-03 04:12:21,7.14,ft,A
2016-07-03 03:41:02,2016-07-03 03:41:05,7.13,ft,A
2016-07-03 03:10:59,2016-07-03 03:11:02,7.10,ft,A
2016-07-03 02:40:43,2016-07-03 02:40:47,7.09,ft,A
2016-07-03 02:10:46,2016-07-03 02:10:49,7.09,ft,A
2016-07-03 01:40:31,2016-07-03 01:40:35,7.09,ft,A
2016-07-03 01:11:19,2016-07-03 01:11:22,7.10,ft,A
2016-07-03 00:40:20,2016-07-03 00:40:23,7.11,ft,A
2016-07-03 00:10:31,2016-07-03 00:10:34,7.09,ft,A
2016-07-02 23:40:25,2016-07-02 23:40:28,7.10,ft,A
2016-07-02 23:10:41,2016-07-02 23:10:44,7.12,ft,A
2016-07-02 22:40:12,2016-07-02 22:40:15,7.16,ft,A
2016-07-02 22:10:34,2016-07-02 22:10:37,7.14,ft,A
2016-07-02 21:40:31,2016-07-02 21:40:35,7.11,ft,A
2016-07-02 21:10:12,2016-07-02 21:10:15,7.06,ft,A
2016-07-02 20:40:07,2016-07-02 20:40:10,7.05,ft,A
2016-07-02 20:10:35,2016-07-02 20:10:38,7.04,ft,A
2016-07-02 19:40:29,2016-07-02 19:40:37,7.02,ft,A
2016-07-02 19:09:58,2016-07-02 19:10:02,7.04,ft,A
2016-07-02 18:40:01,2016-07-02 18:40:09,7.06,ft,A
2016-07-02 18:10:35,2016-07-02 18:10:38,7.10,ft,A
2016-07-02 17:40:15,2016-07-02 17:40:19,7.11,ft,A
2016-07-02 17:10:37,2016-07-02 17:10:45,7.10,ft,A
2016-07-02 16:40:14,2016-07-02 16:40:17,7.07,ft,A
2016-07-02 16:10:52,2016-07-02 16:10:56,7.01,ft,A
2016-07-02 15:39:53,2016-07-02 15:39:57,7.08,ft,A
2016-07-02 15:10:16,2016-07-02 15:10:19,7.05,ft,A
2016-07-02 14:39:50,2016-07-02 14:39:53,7.02,ft,A
2016-07-02 14:10:35,2016-07-02 14:10:38,7.01,ft,A
2016-07-02 13:40:36,2016-07-02 13:40:40,7.06,ft,A
2016-07-02 13:10:25,2016-07-02 13:10:28,7.09,ft,A
2016-07-02 12:40:12,2016-07-02 12:40:16,6.97,ft,A
2016-07-02 12:10:16,2016-07-02 12:10:20,7.02,ft,A
2016-07-02 11:40:40,2016-07-02 11:40:44,7.02,ft,A
2016-07-02 11:10:45,2016-07-02 11:10:49,7.00,ft,A
2016-07-02 10:40:45,2016-07-02 10:40:48,7.06,ft,A
2016-07-02 10:10:41,2016-07-02 10:10:44,7.10,ft,A
2016-07-02 09:41:12,2016-07-02 09:41:20,7.10,ft,A
2016-07-02 09:11:11,2016-07-02 09:11:14,7.04,ft,A
2016-07-02 08:41:55,2016-07-02 08:41:58,7.08,ft,A
2016-07-02 08:13:01,2016-07-02 08:13:05,7.33,ft,A
2016-07-02 07:44:13,2016-07-02 07:44:16,7.40,ft,A
2016-07-02 07:13:47,2016-07-02 07:13:50,7.40,ft,A
2016-07-02 06:43:23,2016-07-02 06:43:26,7.40,ft,A
2016-07-02 06:12:51,2016-07-02 06:12:55,7.43,ft,A
2016-07-02 05:42:51,2016-07-02 05:42:55,7.43,ft,A
2016-07-02 05:12:26,2016-07-02 05:12:30,7.43,ft,A
2016-07-02 04:41:47,2016-07-02 04:41:50,7.42,ft,A
2016-07-02 04:11:42,2016-07-02 04:11:45,7.41,ft,A
2016-07-02 03:41:24,2016-07-02 03:41:28,7.38,ft,A
2016-07-02 03:11:05,2016-07-02 03:11:09,7.30,ft,A
2016-07-02 02:40:54,2016-07-02 02:40:57,7.33,ft,A
2016-07-02 02:10:44,2016-07-02 02:10:47,7.39,ft,A
2016-07-02 01:40:21,2016-07-02 01:40:25,7.41,ft,A
2016-07-02 01:10:41,2016-07-02 01:10:45,7.41,ft,A
2016-07-02 00:40:13,2016-07-02 00:40:16,7.41,ft,A
2016-07-02 00:10:09,2016-07-02 00:10:12,7.41,ft,A
2016-07-01 23:40:35,2016-07-01 23:40:38,7.42,ft,A
2016-07-01 23:10:40,2016-07-01 23:10:43,7.46,ft,A
2016-07-01 22:40:18,2016-07-01 22:40:21,7.41,ft,A
2016-07-01 22:10:56,2016-07-01 22:10:59,7.31,ft,A
2016-07-01 21:40:43,2016-07-01 21:40:46,7.32,ft,A
2016-07-01 21:13:07,2016-07-01 21:13:10,7.33,ft,A
2016-07-01 20:43:36,2016-07-01 20:43:39,7.34,ft,A
2016-07-01 20:10:49,2016-07-01 20:10:53,7.35,ft,A
2016-07-01 19:39:49,2016-07-01 19:39:53,7.35,ft,A
2016-07-01 19:10:30,2016-07-01 19:10:33,7.33,ft,A
2016-07-01 18:40:34,2016-07-01 18:40:37,7.31,ft,A
2016-07-01 18:10:34,2016-07-01 18:10:38,7.49,ft,A
2016-07-01 17:40:28,2016-07-01 17:40:32,7.51,ft,A
2016-07-01 17:10:35,2016-07-01 17:10:38,7.54,ft,A
2016-07-01 16:41:00,2016-07-01 16:41:03,7.55,ft,A
2016-07-01 16:10:50,2016-07-01 16:10:53,7.41,ft,A
2016-07-01 15:41:10,2016-07-01 15:41:13,7.44,ft,A
2016-07-01 15:11:25,2016-07-01 15:11:28,7.50,ft,A
2016-07-01 14:40:44,2016-07-01 14:40:47,7.58,ft,A
2016-07-01 14:10:37,2016-07-01 14:10:40,7.58,ft,A
2016-07-01 13:40:39,2016-07-01 13:40:42,7.50,ft,A
2016-07-01 13:11:44,2016-07-01 13:11:47,7.51,ft,A
2016-07-01 12:41:19,2016-07-01 12:41:22,7.57,ft,A
2016-07-01 12:10:18,2016-07-01 12:10:21,7.57,ft,A
2016-07-01 11:40:36,2016-07-01 11:40:39,7.56,ft,A
2016-07-01 11:11:09,2016-07-01 11:11:12,7.56,ft,A
2016-07-01 10:41:39,2016-07-01 10:41:42,7.56,ft,A
2016-07-01 10:12:17,2016-07-01 10:12:20,7.56,ft,A
2016-07-01 09:41:41,2016-07-01 09:41:44,7.55,ft,A
2016-07-01 09:12:35,2016-07-01 09:12:39,7.54,ft,A
2016-07-01 08:42:13,2016-07-01 08:42:16,7.54,ft,A
2016-07-01 08:12:24,2016-07-01 08:12:27,7.55,ft,A
2016-07-01 07:42:02,2016-07-01 07:42:06,7.53,ft,A
2016-07-01 07:12:37,2016-07-01 07:12:40,7.53,ft,A
2016-07-01 06:42:38,2016-07-01 06:42:41,7.52,ft,A
2016-07-01 06:12:36,2016-07-01 06:12:40,7.45,ft,A
2016-07-01 05:42:05,2016-07-01 05:42:08,7.36,ft,A
2016-07-01 05:12:00,2016-07-01 05:12:04,7.37,ft,A
2016-07-01 04:41:44,2016-07-01 04:41:47,7.37,ft,A
2016-07-01 04:11:18,2016-07-01 04:11:25,7.36,ft,A
2016-07-01 03:41:39,2016-07-01 03:41:42,7.37,ft,A
2016-07-01 03:10:35,2016-07-01 03:10:38,7.37,ft,A
2016-07-01 02:40:25,2016-07-01 02:40:28,7.37,ft,A
2016-07-01 02:10:33,2016-07-01 02:10:36,7.37,ft,A
2016-07-01 01:40:20,2016-07-01 01:40:23,7.38,ft,A
2016-07-01 01:10:25,2016-07-01 01:10:29,7.38,ft,A
2016-07-01 00:40:16,2016-07-01 00:40:19,7.39,ft,A
2016-07-01 00:10:27,2016-07-01 00:10:31,7.40,ft,A
2016-06-30 23:40:10,2016-06-30 23:40:13,7.41,ft,A
2016-06-30 23:10:28,2016-06-30 23:10:31,7.41,ft,A
2016-06-30 22:40:30,2016-06-30 22:40:33,7.43,ft,A
2016-06-30 22:10:22,2016-06-30 22:10:26,7.44,ft,A
2016-06-30 21:40:02,2016-06-30 21:40:06,7.40,ft,A
2016-06-30 21:10:20,2016-06-30 21:10:24,7.38,ft,A
2016-06-30 20:40:14,2016-06-30 20:40:18,7.32,ft,A
2016-06-30 20:10:20,2016-06-30 20:10:23,7.26,ft,A
2016-06-30 19:40:03,2016-06-30 19:40:06,7.27,ft,A
2016-06-30 19:10:42,2016-06-30 19:10:46,7.27,ft,A
2016-06-30 18:40:23,2016-06-30 18:40:26,7.27,ft,A
2016-06-30 18:10:36,2016-06-30 18:10:40,7.28,ft,A
2016-06-30 17:41:09,2016-06-30 17:41:13,7.27,ft,A
2016-06-30 16:40:59,2016-06-30 16:41:02,7.29,ft,A
2016-06-30 16:11:12,2016-06-30 16:11:15,7.31,ft,A
2016-06-30 15:40:36,2016-06-30 15:40:44,7.32,ft,A
2016-06-30 15:11:14,2016-06-30 15:11:17,7.35,ft,A
2016-06-30 14:41:00,2016-06-30 14:41:04,7.38,ft,A
2016-06-30 14:10:40,2016-06-30 14:10:43,7.42,ft,A
2016-06-30 13:40:35,2016-06-30 13:40:39,7.41,ft,A
2016-06-30 13:11:08,2016-06-30 13:11:12,7.40,ft,A
2016-06-30 12:40:36,2016-06-30 12:40:39,7.40,ft,A
2016-06-30 12:11:13,2016-06-30 12:11:17,7.42,ft,A
2016-06-30 11:40:43,2016-06-30 11:40:46,7.44,ft,A
2016-06-30 11:11:08,2016-06-30 11:11:12,7.47,ft,A
2016-06-30 10:41:41,2016-06-30 10:41:44,7.50,ft,A
2016-06-30 10:11:27,2016-06-30 10:11:30,7.45,ft,A
2016-06-30 09:41:07,2016-06-30 09:41:11,7.48,ft,A
2016-06-30 09:11:12,2016-06-30 09:11:15,7.46,ft,A
2016-06-30 08:41:42,2016-06-30 08:41:45,7.16,ft,A
2016-06-30 08:12:03,2016-06-30 08:12:07,6.08,ft,A
2016-06-30 07:41:07,2016-06-30 07:41:14,5.05,ft,A
2016-06-30 07:12:11,2016-06-30 07:12:14,5.05,ft,A
2016-06-30 06:41:59,2016-06-30 06:42:02,5.06,ft,A
2016-06-30 06:12:04,2016-06-30 06:12:07,5.05,ft,A
2016-06-30 05:41:53,2016-06-30 05:41:57,5.05,ft,A
2016-06-30 05:12:09,2016-06-30 05:12:12,5.04,ft,A
2016-06-30 04:41:25,2016-06-30 04:41:29,5.04,ft,A
2016-06-30 04:10:54,2016-06-30 04:10:58,5.05,ft,A
2016-06-30 03:40:25,2016-06-30 03:40:29,5.05,ft,A
2016-06-30 03:10:26,2016-06-30 03:10:29,5.05,ft,A
2016-06-30 02:40:16,2016-06-30 02:40:19,5.05,ft,A
2016-06-30 02:10:44,2016-06-30 02:10:48,5.05,ft,A
2016-06-30 01:40:40,2016-06-30 01:40:43,5.05,ft,A
2016-06-30 01:10:47,2016-06-30 01:10:50,5.05,ft,A
2016-06-30 00:40:27,2016-06-30 00:40:35,5.05,ft,A
2016-06-30 00:11:13,2016-06-30 00:11:17,5.06,ft,A
2016-06-29 23:40:14,2016-06-29 23:40:18,5.05,ft,A
2016-06-29 23:10:12,2016-06-29 23:10:15,5.02,ft,A
2016-06-29 22:40:11,2016-06-29 22:40:14,5.02,ft,A
2016-06-29 22:10:40,2016-06-29 22:10:43,5.02,ft,A
2016-06-29 21:40:07,2016-06-29 21:40:10,5.02,ft,A
2016-06-29 21:10:06,2016-06-29 21:10:09,5.03,ft,A
2016-06-29 20:40:07,2016-06-29 20:40:10,5.03,ft,A
2016-06-29 20:10:49,2016-06-29 20:10:52,5.03,ft,A
2016-06-29 19:40:04,2016-06-29 19:40:08,5.03,ft,A
2016-06-29 19:10:00,2016-06-29 19:10:04,5.03,ft,A
2016-06-29 18:40:28,2016-06-29 18:40:32,5.03,ft,A
2016-06-29 18:09:53,2016-06-29 18:09:57,5.04,ft,A
2016-06-29 17:40:07,2016-06-29 17:40:10,5.04,ft,A
2016-06-29 17:10:31,2016-06-29 17:10:34,5.05,ft,A
2016-06-29 16:40:28,2016-06-29 16:40:32,5.06,ft,A
2016-06-29 16:10:32,2016-06-29 16:10:35,5.05,ft,A
2016-06-29 15:40:10,2016-06-29 15:40:13,5.05,ft,A
2016-06-29 15:10:28,2016-06-29 15:10:32,5.06,ft,A
2016-06-29 14:40:07,2016-06-29 14:40:10,5.03,ft,A
2016-06-29 14:10:28,2016-06-29 14:10:32,5.05,ft,A
2016-06-29 13:40:56,2016-06-29 13:41:00,5.04,ft,A
2016-06-29 13:10:28,2016-06-29 13:10:31,5.02,ft,A
2016-06-29 12:40:38,2016-06-29 12:40:41,5.05,ft,A
2016-06-29 12:10:25,2016-06-29 12:10:28,5.06,ft,A
2016-06-29 11:40:27,2016-06-29 11:40:30,5.07,ft,A
2016-06-29 11:10:29,2016-06-29 11:10:32,5.07,ft,A
2016-06-29 10:41:09,2016-06-29 10:41:16,5.08,ft,A
2016-06-29 10:10:31,2016-06-29 10:10:34,5.08,ft,A
2016-06-29 09:40:58,2016-06-29 09:41:01,5.07,ft,A
2016-06-29 09:11:12,2016-06-29 09:11:15,5.08,ft,A
2016-06-29 08:42:11,2016-06-29 08:42:14,5.08,ft,A
2016-06-29 08:12:22,2016-06-29 08:12:26,5.07,ft,A
2016-06-29 07:43:34,2016-06-29 07:43:37,5.08,ft,A
2016-06-29 07:13:07,2016-06-29 07:13:10,5.07,ft,A
2016-06-29 06:42:51,2016-06-29 06:42:54,5.07,ft,A
2016-06-29 06:12:40,2016-06-29 06:12:44,5.08,ft,A
2016-06-29 05:42:30,2016-06-29 05:42:33,5.07,ft,A
2016-06-29 05:11:48,2016-06-29 05:11:51,5.08,ft,A
2016-06-29 04:41:23,2016-06-29 04:41:26,5.08,ft,A
2016-06-29 04:11:25,2016-06-29 04:11:29,5.07,ft,A
2016-06-29 03:41:25,2016-06-29 03:41:28,5.08,ft,A
2016-06-29 03:10:40,2016-06-29 03:10:43,5.08,ft,A
2016-06-29 02:40:47,2016-06-29 02:40:50,5.08,ft,A
2016-06-29 02:10:21,2016-06-29 02:10:24,5.08,ft,A
2016-06-29 01:40:52,2016-06-29 01:40:55,5.08,ft,A
2016-06-29 01:10:13,2016-06-29 01:10:16,5.08,ft,A
2016-06-29 00:40:14,2016-06-29 00:40:18,5.08,ft,A
2016-06-29 00:10:13,2016-06-29 00:10:17,5.07,ft,A
2016-06-28 23:40:02,2016-06-28 23:40:06,5.07,ft,A
2016-06-28 23:10:05,2016-06-28 23:10:08,5.07,ft,A
2016-06-28 22:39:59,2016-06-28 22:40:02,5.06,ft,A
2016-06-28 22:10:13,2016-06-28 22:10:16,5.06,ft,A
2016-06-28 21:39:54,2016-06-28 21:39:57,5.06,ft,A
2016-06-28 21:10:35,2016-06-28 21:10:38,5.06,ft,A
2016-06-28 20:40:04,2016-06-28 20:40:07,5.06,ft,A
2016-06-28 20:09:59,2016-06-28 20:10:02,5.06,ft,A
2016-06-28 19:39:56,2016-06-28 19:39:59,5.05,ft,A
2016-06-28 19:10:13,2016-06-28 19:10:16,5.07,ft,A
2016-06-28 18:40:29,2016-06-28 18:40:32,5.07,ft,A
2016-06-28 18:10:33,2016-06-28 18:10:36,5.04,ft,A
2016-06-28 17:40:20,2016-06-28 17:40:23,5.01,ft,A
2016-06-28 17:10:25,2016-06-28 17:10:28,5.03,ft,A
2016-06-28 16:40:39,2016-06-28 16:40:43,5.05,ft,A
2016-06-28 16:10:50,2016-06-28 16:10:53,5.07,ft,A
2016-06-28 15:40:31,2016-06-28 15:40:34,5.08,ft,A
2016-06-28 15:11:01,2016-06-28 15:11:05,5.09,ft,A
2016-06-28 14:40:48,2016-06-28 14:40:51,5.05,ft,A
2016-06-28 14:11:01,2016-06-28 14:11:04,5.06,ft,A
2016-06-28 13:40:17,2016-06-28 13:40:20,5.08,ft,A
2016-06-28 13:10:44,2016-06-28 13:10:47,5.08,ft,A
2016-06-28 12:39:55,2016-06-28 12:39:58,5.09,ft,A
2016-06-28 12:11:02,2016-06-28 12:11:05,5.11,ft,A
2016-06-28 11:40:31,2016-06-28 11:40:35,5.11,ft,A
2016-06-28 11:11:13,2016-06-28 11:11:16,5.11,ft,A
2016-06-28 10:41:10,2016-06-28 10:41:13,5.10,ft,A
2016-06-28 10:10:59,2016-06-28 10:11:03,5.10,ft,A
2016-06-28 09:41:04,2016-06-28 09:41:07,5.11,ft,A
2016-06-28 09:11:30,2016-06-28 09:11:34,5.10,ft,A
2016-06-28 08:41:06,2016-06-28 08:41:09,5.10,ft,A
2016-06-28 08:11:21,2016-06-28 08:11:24,5.10,ft,A
2016-06-28 07:41:38,2016-06-28 07:41:41,5.10,ft,A
2016-06-28 07:12:20,2016-06-28 07:12:24,5.09,ft,A
2016-06-28 06:42:10,2016-06-28 06:42:14,5.09,ft,A
2016-06-28 06:11:56,2016-06-28 06:11:59,5.09,ft,A
2016-06-28 05:41:56,2016-06-28 05:41:59,5.08,ft,A
2016-06-28 05:11:47,2016-06-28 05:11:50,5.09,ft,A
2016-06-28 04:41:19,2016-06-28 04:41:22,5.06,ft,A
2016-06-28 04:11:12,2016-06-28 04:11:15,5.07,ft,A
2016-06-28 03:40:32,2016-06-28 03:40:36,5.06,ft,A
2016-06-28 03:10:17,2016-06-28 03:10:21,5.06,ft,A
2016-06-28 02:40:13,2016-06-28 02:40:16,5.07,ft,A
2016-06-28 02:10:23,2016-06-28 02:10:26,5.06,ft,A
2016-06-28 01:40:33,2016-06-28 01:40:36,5.07,ft,A
2016-06-28 01:10:24,2016-06-28 01:10:27,5.07,ft,A
2016-06-28 00:40:23,2016-06-28 00:40:27,5.07,ft,A
2016-06-28 00:10:26,2016-06-28 00:10:29,5.07,ft,A
2016-06-27 23:40:22,2016-06-27 23:40:26,5.07,ft,A
2016-06-27 23:10:04,2016-06-27 23:10:07,5.08,ft,A
2016-06-27 22:40:29,2016-06-27 22:40:32,5.07,ft,A
2016-06-27 22:10:17,2016-06-27 22:10:20,5.06,ft,A
2016-06-27 21:40:42,2016-06-27 21:40:45,5.05,ft,A
2016-06-27 21:10:28,2016-06-27 21:10:31,5.04,ft,A
2016-06-27 20:40:21,2016-06-27 20:40:24,5.05,ft,A
2016-06-27 20:09:59,2016-06-27 20:10:02,5.05,ft,A
2016-06-27 19:40:27,2016-06-27 19:40:31,5.05,ft,A
2016-06-27 19:10:42,2016-06-27 19:10:46,5.05,ft,A
2016-06-27 18:40:13,2016-06-27 18:40:16,5.05,ft,A
2016-06-27 18:10:08,2016-06-27 18:10:12,5.06,ft,A
2016-06-27 17:40:35,2016-06-27 17:40:38,5.05,ft,A
2016-06-27 17:11:12,2016-06-27 17:11:16,5.06,ft,A
2016-06-27 16:40:23,2016-06-27 16:40:26,5.06,ft,A
2016-06-27 16:10:38,2016-06-27 16:10:41,5.05,ft,A
2016-06-27 15:40:43,2016-06-27 15:40:46,5.05,ft,A
2016-06-27 15:11:28,2016-06-27 15:11:31,5.05,ft,A
2016-06-27 14:40:42,2016-06-27 14:40:45,5.06,ft,A
2016-06-27 14:10:53,2016-06-27 14:10:56,5.05,ft,A
2016-06-27 13:40:22,2016-06-27 13:40:25,5.06,ft,A
2016-06-27 13:10:36,2016-06-27 13:10:39,5.06,ft,A
2016-06-27 12:40:27,2016-06-27 12:40:30,5.06,ft,A
2016-06-27 12:10:28,2016-06-27 12:10:32,5.06,ft,A
2016-06-27 11:41:01,2016-06-27 11:41:04,5.05,ft,A
2016-06-27 11:10:38,2016-06-27 11:10:42,5.04,ft,A
2016-06-27 10:41:07,2016-06-27 10:41:10,5.08,ft,A
2016-06-27 10:10:34,2016-06-27 10:10:38,5.09,ft,A
2016-06-27 09:41:04,2016-06-27 09:41:08,5.09,ft,A
2016-06-27 09:10:51,2016-06-27 09:10:54,5.09,ft,A
2016-06-27 08:41:06,2016-06-27 08:41:09,5.09,ft,A
2016-06-27 08:11:59,2016-06-27 08:12:02,5.09,ft,A
2016-06-27 07:42:57,2016-06-27 07:43:00,5.09,ft,A
2016-06-27 07:12:39,2016-06-27 07:12:42,5.09,ft,A
2016-06-27 06:42:41,2016-06-27 06:42:44,5.10,ft,A
2016-06-27 06:12:04,2016-06-27 06:12:08,5.09,ft,A
2016-06-27 05:42:11,2016-06-27 05:42:14,5.09,ft,A
2016-06-27 05:11:42,2016-06-27 05:11:45,5.09,ft,A
2016-06-27 04:41:01,2016-06-27 04:41:05,5.09,ft,A
2016-06-27 04:11:21,2016-06-27 04:11:24,5.09,ft,A
2016-06-27 03:41:20,2016-06-27 03:41:24,5.10,ft,A
2016-06-27 03:10:33,2016-06-27 03:10:36,5.09,ft,A
2016-06-27 02:41:01,2016-06-27 02:41:04,5.09,ft,A
2016-06-27 02:11:13,2016-06-27 02:11:16,5.09,ft,A
2016-06-27 01:40:13,2016-06-27 01:40:16,5.09,ft,A
2016-06-27 01:10:08,2016-06-27 01:10:12,5.09,ft,A
2016-06-27 00:40:24,2016-06-27 00:40:28,5.10,ft,A
2016-06-27 00:12:00,2016-06-27 00:12:03,5.10,ft,A
2016-06-26 23:40:35,2016-06-26 23:40:38,5.09,ft,A
2016-06-26 23:09:59,2016-06-26 23:10:02,5.09,ft,A
2016-06-26 22:40:36,2016-06-26 22:40:39,5.10,ft,A
2016-06-26 22:10:40,2016-06-26 22:10:43,5.10,ft,A
2016-06-26 21:41:35,2016-06-26 21:41:38,5.07,ft,A
2016-06-26 21:11:21,2016-06-26 21:11:24,5.07,ft,A
2016-06-26 20:40:22,2016-06-26 20:40:26,5.07,ft,A
2016-06-26 20:11:53,2016-06-26 20:11:57,5.07,ft,A
2016-06-26 19:40:58,2016-06-26 19:41:02,5.08,ft,A
2016-06-26 19:10:51,2016-06-26 19:10:54,5.08,ft,A
2016-06-26 18:40:21,2016-06-26 18:40:24,5.09,ft,A
2016-06-26 18:10:46,2016-06-26 18:10:50,5.08,ft,A
2016-06-26 17:40:27,2016-06-26 17:40:30,5.09,ft,A
2016-06-26 17:10:18,2016-06-26 17:10:21,5.08,ft,A
2016-06-26 16:40:32,2016-06-26 16:40:36,5.10,ft,A
2016-06-26 16:10:19,2016-06-26 16:10:23,5.11,ft,A
2016-06-26 15:40:08,2016-06-26 15:40:11,5.10,ft,A
